File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF227TTE	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF689XVP, ENCFF702UDY	4366330961	Brenton Graveley, UConn	d01499c25796eb40be3f47d265a2db29		https://www.encodeproject.org/files/ENCFF227TTE/@@download/ENCFF227TTE.bam	hg19				released	s3://encode-public/2015/08/13/364aead3-15ae-4ce0-8c96-bada5a58445e/ENCFF227TTE.bam				
ENCFF730GDK	fastq	reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	2	ENCFF909SSA		2614783891	Brenton Graveley, UConn	13aa1b67945a178f2b282ba0d0fc9c1c	SRA:SRR4422276	https://www.encodeproject.org/files/ENCFF730GDK/@@download/ENCFF730GDK.fastq.gz			Illumina HiSeq 2000	/files/ENCFF259JKZ/, /files/ENCFF271EDI/	released	s3://encode-public/2015/08/13/57a3f4c9-e41e-45c3-9269-0cdd7ea8ff26/ENCFF730GDK.fastq.gz				
ENCFF354CDR	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF730GDK, ENCFF909SSA	4099001028	Brenton Graveley, UConn	f55d77752115a07ac804b4b3099b8c32		https://www.encodeproject.org/files/ENCFF354CDR/@@download/ENCFF354CDR.bam	hg19				released	s3://encode-public/2015/08/13/cb64db92-9618-46de-b784-32a49810f6f0/ENCFF354CDR.bam				
ENCFF720MFN	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1						ENCFF354CDR	76102624	Brenton Graveley, UConn	2d7bcd74a39b48489a03a944904490be		https://www.encodeproject.org/files/ENCFF720MFN/@@download/ENCFF720MFN.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/03dcf193-fa39-4326-b590-ac43b592ffe4/ENCFF720MFN.bigWig				
ENCFF197VPA	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1						ENCFF227TTE	80858640	Brenton Graveley, UConn	0e37010bd21d1d75dcc3db80ccda31d4		https://www.encodeproject.org/files/ENCFF197VPA/@@download/ENCFF197VPA.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/529415bd-5fec-4882-a1c5-bcb0b6b78654/ENCFF197VPA.bigWig				
ENCFF709JLY	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1						ENCFF227TTE	74990579	Brenton Graveley, UConn	717d016beb4415eeb6678c347dbbffcd		https://www.encodeproject.org/files/ENCFF709JLY/@@download/ENCFF709JLY.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/6d9f6235-1f10-46e3-811d-8bae3e41753d/ENCFF709JLY.bigWig				
ENCFF619ILB	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1						ENCFF227TTE	82135372	Brenton Graveley, UConn	d7348e789c8c74ff33a01506c6be66c4		https://www.encodeproject.org/files/ENCFF619ILB/@@download/ENCFF619ILB.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/22b7e32e-b172-4a47-9753-e95551fc9a0a/ENCFF619ILB.bigWig				
ENCFF012ESP	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1						ENCFF354CDR	71260903	Brenton Graveley, UConn	672c48403705226dc613e32b412efd92		https://www.encodeproject.org/files/ENCFF012ESP/@@download/ENCFF012ESP.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/a840c5ae-f431-4503-9514-ec911d354811/ENCFF012ESP.bigWig				
ENCFF720JIG	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1						ENCFF354CDR	77542146	Brenton Graveley, UConn	d3c5eab82bd8199f1f564f92385b252f		https://www.encodeproject.org/files/ENCFF720JIG/@@download/ENCFF720JIG.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/87faa6e5-01b2-40bd-a7af-a0c9de753467/ENCFF720JIG.bigWig				
ENCFF546JQI	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1						ENCFF227TTE	77007820	Brenton Graveley, UConn	a4cd45eec06f8de328654fe5fadc579f		https://www.encodeproject.org/files/ENCFF546JQI/@@download/ENCFF546JQI.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/46900172-9d39-4267-b39d-b130582134c7/ENCFF546JQI.bigWig				
ENCFF368YNK	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1						ENCFF354CDR	73193342	Brenton Graveley, UConn	f4a8e4979e0d2db30d1ebea5487e23d7		https://www.encodeproject.org/files/ENCFF368YNK/@@download/ENCFF368YNK.bigWig	hg19	V19			released	s3://encode-public/2015/08/13/85cec67a-a049-4f96-9b3a-03be97bf5417/ENCFF368YNK.bigWig				
ENCFF831SBV	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF069ZCO, ENCFF689XVP, ENCFF702UDY	5091583156	ENCODE Processing Pipeline	26ddd5a1a0a24db93a0b597b77e63696		https://www.encodeproject.org/files/ENCFF831SBV/@@download/ENCFF831SBV.bam	hg19	V19			released	s3://encode-public/2015/08/26/6fd60f47-9dc2-4fb1-8a1f-bf68db85a90a/ENCFF831SBV.bam				
ENCFF896NJZ	bam	transcriptome alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF069ZCO, ENCFF689XVP, ENCFF702UDY	6469438716	ENCODE Processing Pipeline	7107f5ac676867aa33179a2d86a85bb7		https://www.encodeproject.org/files/ENCFF896NJZ/@@download/ENCFF896NJZ.bam	hg19	V19			released	s3://encode-public/2015/08/26/5c636575-5bdf-4b22-877d-fdf5960c9fb3/ENCFF896NJZ.bam				
ENCFF813BGP	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF069ZCO, ENCFF730GDK, ENCFF909SSA	4784814494	ENCODE Processing Pipeline	1c2aee77a427991e823869f22a472ed8		https://www.encodeproject.org/files/ENCFF813BGP/@@download/ENCFF813BGP.bam	hg19	V19			released	s3://encode-public/2015/08/26/35eaf473-017b-453b-9409-7202c8c5f0f4/ENCFF813BGP.bam				
ENCFF112PZJ	bam	transcriptome alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF069ZCO, ENCFF730GDK, ENCFF909SSA	6094656096	ENCODE Processing Pipeline	a33223a05c70a67b7f6f2e5485cc6080		https://www.encodeproject.org/files/ENCFF112PZJ/@@download/ENCFF112PZJ.bam	hg19	V19			released	s3://encode-public/2015/08/26/85f0b185-90b9-4d12-9768-56dde0ccd9e5/ENCFF112PZJ.bam				
ENCFF454PHE	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF831SBV	80775822	ENCODE Processing Pipeline	6c1bf48c7ceb0cb1e857116633723701		https://www.encodeproject.org/files/ENCFF454PHE/@@download/ENCFF454PHE.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/034302c8-814a-477b-9a2f-03987f755151/ENCFF454PHE.bigWig				
ENCFF221TQF	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF831SBV	82630972	ENCODE Processing Pipeline	262ed2bd8775fd3fce444a1c607b08b9		https://www.encodeproject.org/files/ENCFF221TQF/@@download/ENCFF221TQF.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/817c23ed-2407-4511-9583-235454f5de35/ENCFF221TQF.bigWig				
ENCFF780YWD	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF831SBV	91472242	ENCODE Processing Pipeline	197d20e6c92e1e37239a24ca37ed7256		https://www.encodeproject.org/files/ENCFF780YWD/@@download/ENCFF780YWD.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/036f83f5-6fa9-4a13-bcb7-9286c859e5a8/ENCFF780YWD.bigWig				
ENCFF861AWG	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF831SBV	90411673	ENCODE Processing Pipeline	7f2afde8ea8a53ee1bbc8806c0c05e6f		https://www.encodeproject.org/files/ENCFF861AWG/@@download/ENCFF861AWG.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/0bb2b2d1-0ed3-4a05-9031-4f381dbbd809/ENCFF861AWG.bigWig				
ENCFF029HTB	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF813BGP	77509304	ENCODE Processing Pipeline	0add7043bd1a4964c43e12aa5c64a6e1		https://www.encodeproject.org/files/ENCFF029HTB/@@download/ENCFF029HTB.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/cc8d128d-a4ef-4b27-b55d-b249732ec651/ENCFF029HTB.bigWig				
ENCFF679XXZ	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF813BGP	79324479	ENCODE Processing Pipeline	0d21e4e53007c530b5be3d8f946c0699		https://www.encodeproject.org/files/ENCFF679XXZ/@@download/ENCFF679XXZ.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/6bb25549-7c7b-4c71-86a0-f0fbdaf510ac/ENCFF679XXZ.bigWig				
ENCFF309OAV	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF813BGP	86670243	ENCODE Processing Pipeline	13ae2cb66de22a00169cae10a432b038		https://www.encodeproject.org/files/ENCFF309OAV/@@download/ENCFF309OAV.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/ef67222a-2b8e-4e1b-a693-9a92b7522bae/ENCFF309OAV.bigWig				
ENCFF198OWL	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF813BGP	85562397	ENCODE Processing Pipeline	239842f9e21fa3cf58ddc4b8a1d35a84		https://www.encodeproject.org/files/ENCFF198OWL/@@download/ENCFF198OWL.bigWig	hg19	V19			released	s3://encode-public/2015/08/26/f14fff79-5b3a-4833-b999-0371d4c4d116/ENCFF198OWL.bigWig				
ENCFF689DEN	tsv	gene quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF826ONU, ENCFF896NJZ	9548092	ENCODE Processing Pipeline	e6cc6ad46dda607abd776eab739740db		https://www.encodeproject.org/files/ENCFF689DEN/@@download/ENCFF689DEN.tsv	hg19	V19			released	s3://encode-public/2015/08/26/bd836e79-2ac5-42d4-8fc3-7491ac8d405e/ENCFF689DEN.tsv				
ENCFF576NKJ	tsv	transcript quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF826ONU, ENCFF896NJZ	26107393	ENCODE Processing Pipeline	398e2dcc64ca1928cc3191954e3f5334		https://www.encodeproject.org/files/ENCFF576NKJ/@@download/ENCFF576NKJ.tsv	hg19	V19			released	s3://encode-public/2015/08/26/e959a632-21b2-47ec-85d6-08c31a6dea75/ENCFF576NKJ.tsv				
ENCFF954PLL	tsv	gene quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF112PZJ, ENCFF826ONU	9543698	ENCODE Processing Pipeline	3d5913f0d52038cc52bba260ee13fba9		https://www.encodeproject.org/files/ENCFF954PLL/@@download/ENCFF954PLL.tsv	hg19	V19			released	s3://encode-public/2015/08/26/4e3f450b-a1d1-4fe0-8e6f-c19cbf5b7ff4/ENCFF954PLL.tsv				
ENCFF802THF	tsv	transcript quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF112PZJ, ENCFF826ONU	26099780	ENCODE Processing Pipeline	e25bc0442f96a2862526e48f38a81ad8		https://www.encodeproject.org/files/ENCFF802THF/@@download/ENCFF802THF.tsv	hg19	V19			released	s3://encode-public/2015/08/26/d70c2eb0-5122-4542-985b-b0de042415b4/ENCFF802THF.tsv				
ENCFF220LKK	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF515BAC, ENCFF689XVP, ENCFF702UDY	4361837136	ENCODE Processing Pipeline	917e36b17f734f6ee860293ae31ced6b		https://www.encodeproject.org/files/ENCFF220LKK/@@download/ENCFF220LKK.bam	hg19	V19			released	s3://encode-public/2015/08/31/a0972ae0-8c3a-4d5c-8258-8142df155406/ENCFF220LKK.bam				
ENCFF969IEX	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF515BAC, ENCFF730GDK, ENCFF909SSA	4100735197	ENCODE Processing Pipeline	71902694f39f05c7abb3670c12ff9731		https://www.encodeproject.org/files/ENCFF969IEX/@@download/ENCFF969IEX.bam	hg19	V19			released	s3://encode-public/2015/08/31/cca6c9f3-78d5-4f19-839e-096cb10282f7/ENCFF969IEX.bam				
ENCFF070GUU	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF220LKK	77321477	ENCODE Processing Pipeline	e59e1a97ef8bc41a3574ef03948eeab9		https://www.encodeproject.org/files/ENCFF070GUU/@@download/ENCFF070GUU.bigWig	hg19	V19			released	s3://encode-public/2015/08/31/175ad99f-5a44-4a5f-a293-ad618569513b/ENCFF070GUU.bigWig				
ENCFF047WUS	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF220LKK	79142970	ENCODE Processing Pipeline	0db68d816f7cead5cad564573c674220		https://www.encodeproject.org/files/ENCFF047WUS/@@download/ENCFF047WUS.bigWig	hg19	V19			released	s3://encode-public/2015/08/31/b0e813ba-93d8-4741-b2c6-ad381f48434d/ENCFF047WUS.bigWig				
ENCFF422YFG	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF220LKK	85171550	ENCODE Processing Pipeline	a05ac78559d27f2f486c29b58397aa3f		https://www.encodeproject.org/files/ENCFF422YFG/@@download/ENCFF422YFG.bigWig	hg19	V19			released	s3://encode-public/2015/08/31/4a3f4e2d-c04e-4663-90dc-c91ca7b76bf8/ENCFF422YFG.bigWig				
ENCFF762TBP	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF220LKK	83823004	ENCODE Processing Pipeline	0bf20395ddb6833c1a862d821234ba56		https://www.encodeproject.org/files/ENCFF762TBP/@@download/ENCFF762TBP.bigWig	hg19	V19			released	s3://encode-public/2015/08/31/65fee990-7c08-4ef1-8c56-34f9c755d462/ENCFF762TBP.bigWig				
ENCFF696TNQ	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF969IEX	73398559	ENCODE Processing Pipeline	0c825491eb01a9ef96e73492f7d84e76		https://www.encodeproject.org/files/ENCFF696TNQ/@@download/ENCFF696TNQ.bigWig	hg19	V19			released	s3://encode-public/2015/08/31/77737d4e-fffa-4cb9-bf09-b12c396b0bbb/ENCFF696TNQ.bigWig				
ENCFF311ZVB	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF969IEX	75157986	ENCODE Processing Pipeline	f013ea0576bed65a8763c775b3c2c9b3		https://www.encodeproject.org/files/ENCFF311ZVB/@@download/ENCFF311ZVB.bigWig	hg19	V19			released	s3://encode-public/2015/08/31/a2e08d5f-c939-4c78-8a8e-bd6970485c0e/ENCFF311ZVB.bigWig				
ENCFF434DLA	tsv	differential expression quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1, 2							ENCFF286KOT, ENCFF340RWX, ENCFF689DEN, ENCFF954PLL	3034311	Brenton Graveley, UConn	a1fe8d0bb0aebc4a117a2d9e55d7d7db		https://www.encodeproject.org/files/ENCFF434DLA/@@download/ENCFF434DLA.tsv	hg19	V19			released	s3://encode-public/2018/04/26/85241502-665f-40d9-ac54-02f25c919fab/ENCFF434DLA.tsv				
ENCFF161UUY	tsv	differential expression quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1, 2							ENCFF227TTE, ENCFF354CDR, ENCFF481PMW, ENCFF610JDV	5941932	Brenton Graveley, UConn	05b6b028d82ed87105bf8e31ed30acc5		https://www.encodeproject.org/files/ENCFF161UUY/@@download/ENCFF161UUY.tsv	hg19	V19			released	s3://encode-public/2018/04/26/5bf681c3-f6e9-41a9-8c8b-7a7522a16da1/ENCFF161UUY.tsv				
ENCFF656NZI	tsv	differential expression quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1, 2							ENCFF286KOT, ENCFF340RWX, ENCFF689DEN, ENCFF954PLL	4465442	Brenton Graveley, UConn	e61305b28448b773c779114e4c3ce601		https://www.encodeproject.org/files/ENCFF656NZI/@@download/ENCFF656NZI.tsv	hg19	V19			released	s3://encode-public/2018/04/26/a9d68188-df0e-4325-abcc-46007a14cb04/ENCFF656NZI.tsv				
ENCFF661MJD	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF730GDK, ENCFF751OWT, ENCFF909SSA	4256134449	ENCODE Processing Pipeline	e12d446ab1cdcb0b8537066a52fff02e		https://www.encodeproject.org/files/ENCFF661MJD/@@download/ENCFF661MJD.bam	GRCh38	V24			released	s3://encode-public/2016/03/17/8f209a1f-dd38-4162-946d-22b10f37979c/ENCFF661MJD.bam				
